artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,lyrics

Y luego a la hora mandó llamar ciertas personas de los suyos, a los cuales dio una figura de piedra pequeña, a manera de sello, que él tenía atado en el brazo y les mandó que fuesen a la dicha ciudad de Almería, que está sesenta o setenta leguas de la de Tenuxtitan y que trajesen al dicho Qualpopoca y se informasen en los demás que habían sido en la muerte de aquellos españoles y que asimismo los trajesen y que si por su voluntad no quisiesen venir los trajesen presos y si se pusiesen en resistir la prisión, que requiriesen a ciertas comunidades comarcanas a aquella ciudad que allí les señaló, para que fuesen con mano armada para prenderlos, por manera que no viniesen sin ellos. Los cuales, luego partieron y así idos, le dije al dicho Mutezuma que yo le agradecía la diligencia que ponía en la prisión de aquéllos, porque yo había de dar cuenta a vuestra alteza de aquellos españoles y que restaba para yo darla, que él estuviese en mi posada hasta tanto que la verdad más se aclarase y se supiese él ser sin culpa y que le rogaba mucho que no recibiese pena de ello, porque él no había de estar como preso sino en toda su libertad y que en servicio ni en el mando de su señorío, yo no le ponía ningún impedimento y que escogiese un cuarto de aquel aposento donde yo estaba, cual él quisiese y que allí estaría muy a su placer y que fuese cierto que ningún enojo ni pena se le había de dar, antes además de su servicio, los de mi compañía le servirían en todo lo que él mandase; acerca de esto pasamos muchas pláticas y razones que serían largas para escribir y aun para dar cuenta de ellas a vuestra alteza, algo prolijas y también no sustanciales para el caso y por tanto no diré más de que finalmente él dijo que le placía de irse conmigo y mandó luego ir a aderezar el aposentamiento donde él quiso estar, el cual fue muy puesto y bien aderezado.

Y hecho esto, vinieron muchos señores y quitadas las vestiduras y puestas por bajo de los brazos y descalzos traían unas andas no muy bien aderezadas y llorando lo tomaron en ellas con mucho silencio y así nos fuimos hasta el aposento donde estaba, sin haber alboroto en la ciudad, aunque se comenzó a mover; pero sabido por el dicho Mutezuma, envió a mandar que no lo hubiese. Y así hubo toda quietud según que antes la había y la hubo todo el tiempo que yo tuve preso al dicho Mutezuma, porque él estaba muy a su placer y con todo su servicio, según en su casa lo tenía; que era bien grande y maravilloso, según adelante diré. Y yo y los de mi compañía le hacíamos todo el placer que a nosotros era posible.

Y habiendo pasado quince días o veinte días de su prisión, vinieron aquellas personas que había enviado por Qualpopoca y los otros que habían matado a los españoles y trajeron al dicho Qualpopoca y a un hijo suyo y con ellos quince personas que decían que eran principales y habían sido en la dicha muerte. Y al dicho Qualpopoca traían en unas andas y muy a manera de señor, como de hecho lo era y traídos me los entregaron y yo los hice poner a buen recaudo con sus prisiones y después que confesaron haber matado a los españoles, les hice interrogar si ellos eran vasallos de Mutezuma y el dicho Qualpopoca respondió que si había otro señor de quien pudiese serio, casi diciendo que no había otro y que sí eran. Y asimismo les pregunté si lo que allí se había hecho había sido por su mandado y dijeron que no, aunque después, al tiempo que en ellos se ejecutó la sentencia que fuesen quemados, todos a una voz dijeron que era verdad que el dicho Mutezuma se lo había enviado a mandar y que por su mandado lo habían hecho. Y así fueron éstos quemados públicamente en una plaza, sin haber alboroto alguno y el día que se quemaron, porque confesaron que el dicho Mutezuma les había mandado que matasen a aquellos españoles, le hice echar unos grillos, de que él no recibió poco espanto, aunque después de haberle hablado aquel día, se los quité y él quedó muy contento y de allí adelante siempre trabajé de agradarle y contentarle en todo lo a mí posible, en especial que siempre publiqué y dije a todos los naturales de la tierra, así señores como los que a mí venían, que vuestra majestad era servido que el dicho Mutezuma se estuviese en su señorío reconociendo el que vuestra alteza sobre él tenía y que servirían mucho a vuestra alteza en le obedecer y tener por señor, como antes que yo a la tierra viniese le tenían.

Y fue el buen tratamiento que yo le hice y el contentamiento que de mí tenía, que algunas veces y muchas le acometí con su libertad, rogándole que fuese a su casa y me dijo todas las veces que se lo decía que él estaba bien allí y que no quería irse, porque allí no le faltaba cosa de lo que él quería, como si en su casa estuviese y que podría ser que yéndose y habiendo lugar, que los señores de la tierra sus vasallos le importunasen o le induciesen a que hiciese alguna cosa contra su voluntad, que fuese fuera del servicio de vuestra alteza y que él tenía propuesto de servir a vuestra alteza en todo lo a él posible y que hasta tanto que los tuviese informados de lo que quería hacer y que él estaba bien allí, porque aunque alguna cosa le quisiesen decir, que con responderles que no estaba en su libertad se podría excusar y eximir de ellos y muchas veces me pidió licencia para irse a holgar y pasar tiempo a ciertas casas de placer que él tenía, así fuera de la ciudad como dentro y ninguna vez se la negué. Y fue muchas veces a holgar con cinco o seis españoles a una o dos leguas fuera de la ciudad y volvía siempre muy alegre y contento al aposento donde yo le tenía y siempre que salía hacía muchas mercedes de joyas y ropa, así a los españoles que con él iban, como a sus naturales, de los cuales siempre iba tan acompañado, que cuando menos con él iban, pasaban de tres mil hombres, que los más de ellos eran señores y personas principales y siempre les hacía muchos banquetes y fiestas, que los que con él iban tenían bien que contar.

Después que yo conocí de él muy por entero tener mucho deseo al servicio de vuestra majestad, le rogué que porque más enteramente yo pudiese hacer relación a vuestra majestad de las cosas de esta tierra, que me mostrase las minas de donde se sacaba el oro, el cual con muy alegre voluntad, según mostró, dijo que le placía y luego hizo venir ciertos servidores suyos y de dos en dos repartió para cuatro provincias donde dijo que se sacaba y pidióme que le diese españoles que fuesen con ellos para que lo viesen sacar y asimismo yo le di a cada dos de los suyos, otros dos españoles. Y los unos fueron a una provincia que se dice Cuzula, que es ochenta leguas de la gran ciudad de Temixtitan y los naturales de aquella provincia son vasallos del dicho Mutezuma y allí les mostraron tres ríos y de todos me trajeron muestras de oro y muy buena, aunque sacada con poco aparejo porque no tenían otros instrumentos más de aquel con que los indios lo sacan y en el camino pasaron tres provincias, según los españoles dijeron, de muy hermosa tierra y de muchas villas, ciudades y otras poblaciones en mucha cantidad y de tales y tan buenos edificios, que dicen que en España no podían ser mejores. En especial me dijeron que habían visto una casa de aposentamiento y fortaleza que es mayor y más fuerte y mejor edificada que el castillo de Burgos y la gente de una de estas provincias que se llama Tamazulapa, era mas vestida que esta otra que hemos visto y según a ellos les pareció, de mucha razón. Los otros fueron a otra provincia que se dice Malinaltepeque, que es otras setenta leguas de la dicha gran ciudad, que es más hacia la costa del mar y asimismo me trajeron muestra de oro de un río grande que por allí pasa. Y los otros fueron a una tierra que está este río arriba, que es de una gente diferente de la lengua de Culúa, a la cual llaman Tenis y el señor de aquella tierra se llama Coatelicamat y por tener su tierra en unas sierras muy altas y ásperas no es sujeto al dicho Mutezuma y también porque la gente de aquella provincia es gente muy guerrera y pelean con lanzas de veinticinco y treinta palmos y por no ser éstos vasallos del dicho Mutezuma, los mensajeros que con los españoles iban no osaron entrar en la tierra sin hacerlo saber primero al señor de ella y pedir para ello licencia, diciéndole que iban con aquellos españoles a ver las minas de oro que tenían en su tierra y que le rogaban de mi parte y del dicho Mutezuma su señor, que lo hubiesen por bien. El cual dicho Coatelicamat respondió que los españoles, que él era muy contento que entrasen en su tierra y viesen las minas y todo lo demás que ellos quisiesen, pero que los de Culúa, que son los de Mutezuma, no habían de entrar en su tierra porque eran sus enemigos.

Algo estuvieron los españoles perplejos en si irían o no, porque los que con ellos iban les dijeron que no fuesen que les matarían y que por matarlos no consentían que los de Culúa entrasen con ellos y al fin se determinaron a entrar solos y fueron del dicho señor y de los de su tierra muy bien recibidos y les mostraron siete u ocho ríos de donde dijeron que ellos sacaban el oro y en su presencia los sacaron los indios y ellos me trajeron muestra de todos y con los dichos españoles me envió el dicho Coatelicamat ciertos mensajeros suyos con los cuales me envió a ofrecer su persona y tierra al servicio de vuestra sacra majestad y me envió ciertas joyas de oro y ropa de la que ellos tienen; los otros fueron a otra provincia que se dice Tuchitebeque, que es casi en el mismo derecho hacia la mar, doce leguas de la provincia de Malinaltebeque, donde ya he dicho que se halló oro y allá les mostraron otros dos ríos de donde asimismo sacaron muestra de oro.

Y porque allí, según los españoles que allá fueron me informaron, que hay mucho aparejo para hacer estancias para sacar oro, rogué al dicho Mutezuma que en aquella provincia de Malinaltebeque, porque era para ello más aparejada, hiciese hacer una estancia para Vuestra Majestad y puso en ello tanta diligencia, que dende en dos meses que yo se lo dije, estaban sembradas sesenta hanegas de maíz, diez de fríjoles y dos mil de cacao, que es una fruta como almendras, que ellos venden molida y la tienen en tanto, que se trata por moneda en toda la tierra y con ella se compran todas las cosas necesarias en los mercados y otras partes. Y había hechas cuatro casas muy buenas, en que la una, demás de los aposentamientos hicieron un estanque de agua y en él pusieron quinientos patos, que acá tienen en mucho, porque se aprovechan de la pluma de ellos y los pelan cada año y hacen sus ropas con ella y pusieron hasta mil quinientas gallinas, sin otros aderezos de granjerías, que muchas veces juzgadas por los españoles que las vieron, las apreciaban en veinte mil pesos de oro.

Asimismo le rogué al dicho Mutezuma que me dijese si en la costa de la mar había algún río o ancón en que los navíos que viniesen pudiesen entrar y estar seguros. El cual me respondió que no lo sabía; pero que él me haría pintar toda la costa, ancones y ríos de ella y que enviase yo españoles a verlos y que él me daría quien los guiase y fuese con ellos y así lo hizo. Otro día me trajeron figurada en un paño toda la costa y en ella parecía un río que salía a la mar, más abierto, según la figura, que los otros; el cual parecía estar entre las sierras que dicen San Martín y son tan altas que forman un ancón por donde los pilotos hasta entonces creían que se partía la tierra en una provincia que se dice Mazamalco y me dijo que viese yo a quién quería enviar y que él proveería a quién y cómo se viese y supiese todo. Y luego señalé diez hombres y entre ellos algunos pilotos y personas que sabían de la mar y con el recaudo que él dio se partieron y fueron por toda la costa desde el puerto de Chalchilmeca, que dicen de San Juan, donde yo desembarqué y anduvieron por ella setenta y tantas leguas, que en ninguna parte hallaron río ni ancón donde pudiesen entrar navíos ningunos, puesto que en la dicha costa había muchos y muy grandes y todos los sondaron con canoas y así llegaron a la dicha provincia de Cuacalcalco, donde el dicho río está.

El señor de aquella provincia, que se dice Tuchintecla, los recibió muy bien y les dio canoas para mirar el río y hallaron en la entrada de él dos brazas y media largas en lo más bajo del bojar y subieron por el dicho río arriba, doce leguas y lo más bajo que en él hallaron fueron cinco o seis brazas. Y según lo que de él vieron, se cree que sube más de treinta leguas de aquella hondura y en la ribera de él hay muchas y grandes poblaciones y toda la provincia es muy llana y muy fuerte y abundosa de todas las cosas de la tierra y de mucha y casi innumerable gente. Y los de esta provincia no son vasallos ni súbditos de Mutezuma, antes sus enemigos. Asimismo, el señor de ella, al tiempo que los españoles llegaron, les envió a decir que los de Culúa no entrasen en su tierra, porque eran sus enemigos. Y cuando se volvieron los españoles a mí con esta relación, envió con ellos ciertos mensajeros con los cuales me envió ciertas joyas de oro, cueros de tigres, plumajes, piedras y ropa y ellos me dijeron de su parte que había muchos días que Tuchintecla, su señor, tenía noticia de mí porque los de Putunchán, que es el río de Grijalva, que son sus amigos, le habían hecho saber cómo yo había pasado por allí y había peleado con ellos porque no me dejaban entrar en su pueblo y cómo después quedamos amigos y ellos por vasallos de vuestra majestad y que él asimismo se ofrecía a su real servicio con toda su tierra y me rogaba que les tuviese por amigo, con tal condición que los de Culúa no entrasen en su tierra y que yo viese las cosas que en ella había de que se quisiese servir vuestra alteza y que él daría de ellas las que yo señalase en cada un año.

Como de los españoles que vinieron de esta provincia me informé ser ella aparejada para poblar y del puerto que en ella habían hallado, holgué mucho, porque después que en esta tierra salté siempre he trabajado de buscar puerto en la costa de ella, tal que estuviese a propósito de poblar y jamás lo había hallado ni lo hay en toda la costa desde el río San Antón, que es junto al de Grijalva, hasta el de Pánuco, que es la costa abajo, adonde ciertos españoles, por mandado de Francisco de Garay, fueron a poblar, de que adelante a vuestra alteza haré relación.

Y para más certificarme de las cosas de aquella provincia y puerto y de la voluntad de los naturales de ella y de las otras cosas necesarias a la población, torné a enviar ciertas personas de las de mi compañía, que tenían alguna experiencia, para alcanzar lo susodicho. Los cuales fueron con los mensajeros que aquel señor Tuchintecla me había enviado y con algunas cosas que yo les di para él y llegados fueron de él bien recibidos y tornaron a ver y sondar el puerto y el río y ver los asientos que había en él para hacer el pueblo y de todo me trajeron verdadera y larga relación y dijeron que había todo lo necesario para poblar y que el señor de la provincia estaba muy contento y con mucho deseo de servir a vuestra alteza. Y venidos con esta relación, luego despaché un capitán con ciento cincuenta hombres, para que fuesen a trazar y formar el pueblo y hacer una fortaleza, porque el señor de aquella provincia se me había ofrecido de hacerla y asimismo todas las cosas que fuesen menester le mandasen y aun hizo seis en el asiento que para el pueblo señalaron y dijo que era muy contento que fuésemos allí a poblar y estar en su tierra.

En los capítulos pasados, muy poderoso señor, dije cómo al tiempo que yo iba a la gran ciudad de Temixtitan, me había salido al camino un gran señor que venía de parte de Mutezuma y según lo que después de él supe, él era muy cercano deudo del dicho Mutezuma y tenía su señorío junto al del dicho Mutezuma, cuyo nombre era Haculuacán. Y la cabeza de él es una muy gran ciudad que está junto a esta laguna salada, que hay desde ella, yendo en canoas por la dicha laguna hasta la dicha ciudad de Temixtitan, seis leguas y por la tierra diez. Llámase esta ciudad Tezcuco y será de hasta treinta mil vecinos. Tienen, señor, en ella, muy maravillosas casas, mezquitas y oratorios muy grandes y muy bien labrados. Hay muy grandes mercados y demás de esta ciudad tiene otras dos, la una de tres leguas de esta de Tezcuco, que se llama Acuruman y la otra a seis leguas, que se dice Otumpa. Tendrá cada una de éstas, hasta tres mil o cuatro mil vecinos. Tiene la dicha provincia y señorío de Haculuacán, otras aldeas y alquerías en mucha cantidad y muy buenas tierras y sus labranzas. Confina todo este señorío, Por la una parte con la provincia de Tascaltecal, de que ya a vuestra majestad he dicho. Este señor que se dice Cacamazin, después de la prisión de Mutezuma se rebeló así contra el servicio de vuestra alteza, a quien se había ofrecido, como contra el dicho Mutezuma. Y puesto que por muchas veces fue requerido que viniese a obedecer los reales mandamientos de vuestra majestad, nunca quiso, aunque demás de lo que yo le enviaba a requerir, el dicho Mutezuma se lo enviaba a mandar; antes respondía que si algo le querían, que fuesen a su tierra y que allá verían para cuánto era y el servicio que era obligado a hacer. Y según yo me informé, tenia gran copia de gente de guerra junta y todos para ella bien a punto. Y como por amonestaciones ni requerimientos yo no lo pude atraer, hablé al dicho Mutezuma y le pedí su parecer de lo que debíamos hacer para que aquél no quedase sin castigo de su rebelión. El cual me respondió que quererle tomar por guerra que se ofrecía mucho peligro, porque él era gran señor y tenía muchas fuerzas y gente y que no se podía tomar tan sin peligro que no muriese mucha gente. Pero que él tenía en su tierra del dicho Cacamazin muchas personas principales que vivía con él y les daba su salario, que él hablaría con ellos para que atrajesen alguna de la gente del dicho Cacamazin a sí y que atraída y estando seguros que aquéllos favorecerían nuestro partido y se podría prender seguramente. Y así fue que el dicho Mutezuma hizo sus conciertos de tal manera, que aquellas personas atrajeron al dicho Cacamazin a que se juntase con ellos en la dicha ciudad de Tezcuco, para dar orden en las cosas que convenían a su estado como personas principales y que les dolía que él hiciese cosas por donde se perdiese. Y así se juntaron en una muy gentil casa del dicho Cacamazin, que está junto a la costa de la laguna y es de tal manera edificada, que por debajo de toda ella navegan las canoas y salen a la dicha laguna. Allí secretamente tenían aderezadas ciertas canoas con mucha gente apercibida, para si el dicho Cacamazin quisiese resistir la prisión. Y estando en la consulta lo tomaron todos aquellos principales antes que fuesen sentidos de la gente del dicho Cacamazin y lo metieron en aquellas canoas y salieron a la laguna y pasaron a la gran ciudad, que como ya dije, está seis leguas de allí y llegados lo pusieron en unas andas como su estado requería y lo acostumbraban y me lo trajeron; al cual yo hice echar unos grillos y poner a mucho recaudo. Y tomado el parecer de Mutezuma, puse en nombre de vuestra alteza, en aquel señorío, a un hijo suyo que se decía Cucuzcacin, al cual hice que todas las comunidades y señores de la dicha provincia y señorío le obedeciesen por señor hasta tanto que vuestra alteza fuese servido de otra cosa. Y así se hizo, que de allí adelante todos lo tuvieron y lo obedecieron por señor como al dicho Cacamazin y él fue obediente en todo o que yo de parte de vuestra majestad le mandaba.

Pasados algunos pocos días después de la prisión de este Cacamazin, el dicho Mutezuma hizo llamamiento y congregación de todos los señores de las ciudades y tierras allí comarcanas y juntos, me envió a decir que subiese allí adonde él estaba con ellos y llegado yo, les habló de esta manera: ""Hermanos y amigos míos, ya sabéis que de mucho tiempo acá vosotros y vuestros padres y abuelos habéis sido y sois súbditos y vasallos de mis antecesores y míos y siempre de ellos y de mí habéis sido muy bien tratados y honrados y vosotros asimismo habéis hecho lo que buenos y leales vasallos son obligados a sus naturales señores y también creo que de vuestros antecesores tenéis memoria cómo nosotros no somos naturales de esta tierra y que vinieron a ella de muy lejos tierra y los trajo un señor que en ella los dejó, cuyos vasallos todos eran. El cual volvió dende ha mucho tiempo y halló que nuestros abuelos estaba ya poblados y asentados en esta tierra y casados con las mujeres de esta tierra y tenían mucha multiplicación de hijos, por manera que no quisieron volverse con el ni menos lo quisieron recibir por señor de la tierra y él se volvió y dejó dicho que tornaría o enviaría con tal poder, que los pudiese costreñir y atraer a su servicio. Y bien sabéis que siempre lo hemos esperado y según las cosas que el capitán nos ha dicho de aquel rey y señor que le envió acá y según la parte de donde él dice que viene, tengo por acierto y así lo debéis vosotros tener, que aqueste es el señor que esperábamos, en especial que nos dice que allá tenía noticia de nosotros y pues nuestros predecesores no hicieron lo que a su señor eran obligados, hagámoslo nosotros y demos gracias a nuestros dioses porque en nuestros tiempos vino lo que tanto aquéllos esperaban. Y mucho os ruego, pues a todos es notorio todo esto, que así como hasta aquí a mí me habéis tenido y obedecido por señor vuestro, de aquí en adelante tengáis y obedezcáis a este gran rey, pues él es vuestro natural señor y en su lugar tengáis a este su capitán y todos los tributos y servicios que hasta aquí a mí me hacíades, hacedlos y dadlos a él, porque yo asimismo tengo de contribuir y servir con todo lo que me mandare y demás de hacer lo que debéis y sois obligados, a mí me haréis en ello mucho placer"". Lo cual todo lo dijo llorando con las mayores lágrimas y suspiros que un hombre podía manifestar y asimismo todos aquellos señores que le estaban oyendo lloraban tanto, que en gran rato no le pudieron responder. Y certifico a vuestra sacra majestad, que no había tal de los españoles que oyese el razonamiento, que no hubiese mucha compasión.

Y después de algo sosegadas sus lágrimas, respondieron que ellos lo tenían por su señor y habían prometido de hacer todo lo que les mandase y que por esto y por la razón que para ello les daba, que eran muy contentos de hacerlo y que desde entonces para siempre se daban ellos por vasallos de vuestra alteza y desde allí todos juntos y cada uno por sí prometían y prometieron, de hacer y cumplir todo aquello que con el real nombre de vuestra majestad les fuese mandado, como buenos y leales vasallos lo deben hacer y de acudir con todos los atributos y servicios que antes al dicho Mutezuma hacían y eran obligados y con todo lo demás que le fuese mandado en nombre de vuestra alteza. Lo cual todo pasó ante un escribano público y lo asentó por auto en forma y yo lo pedí así por testimonio en presencia de muchos españoles.

Pasado este auto y ofrecimiento que estos señores hicieron al real servicio de vuestra majestad, hablé un día al dicho Mutezuma y le dije que vuestra alteza tenía necesidad de oro para ciertas obras que mandaba hacer y que le rogaba que enviase algunas personas de los suyos y que yo enviaría asimismo algunos españoles por las tierras y casas de aquellos señores que allí se habían ofrecido, a rogarles que de lo que ellos tenían sirviesen a vuestra majestad con alguna parte, porque demás de la necesidad que vuestra alteza tenía, parecería que ellos comenzaban a servir y vuestra alteza tendría más concepto de las voluntades que a su servicio mostraban y que él asimismo me diese de lo que tenía, porque lo quería enviar, como el oro y como las otras cosas que había enviado a vuestra majestad con los pasajeros. Y luego mandó que le diese los españoles que quería enviar y de dos en dos y de cinco en cinco, los repartió para muchas provincias y ciudades, cuyos nombres, por haberse perdido las escrituras, no me acuerdo, porque son muchos y diversos, más de que algunas de ellas están a ochenta y a cien leguas de la dicha gran ciudad de Temixtitan y con ellos envió de los suyos y les mandó que fuesen a los señores de aquellas provincias y ciudades y les dijese cómo yo mandaba que cada uno de ellos diese cierta medida de oro que les dio. Y así se hizo que todos aquellos señores a que él envió dieron muy cumplidamente lo que se les pidió, así en joyas como en tejuelos y hojas de oro y plata. Y otras cosas de las que ellos tenían, que fundido todo lo que era para fundir, cupo a vuestra majestad del quinto, treinta y dos mil y cuatrocientos y tantos pesos de oro, sin todas las joyas de oro, plata, plumajes, piedras y otras muchas cosas de valor que para vuestra sacra majestad yo asigné y aparté, que podrían valer cien mil ducados y más suma; las cuales demás de su valor eran tales y tan maravillosas que consideradas por su novedad y extrañeza, no tenían precio ni es de creer que alguno de todos los príncipes del mundo de quien se tiene noticia las pudiese tener tales y de tal calidad. Y no le parezca a vuestra majestad fabuloso lo que digo, pues es verdad que todas las cosas criadas así en la tierra como en la mar, de que el dicho Mutezuma pudiese tener conocimiento, tenían contrahechas muy al natural, así de oro como de plata, como de pedrería y de plumas, en tanta perfección, que casi ellas mismas parecían; de las cuales todas me dio para vuestra alteza mucha parte, sin otras que yo le di figuradas y él las mandó hacer de oro, así como imágenes, crucifijos, medallas, joyeles, collares y otras muchas cosas de las nuestras, que les hice contrahacer. Cupieron asimismo a vuestra alteza del quinto de la plata que se hubo, ciento y tantos marcos, los cuales hice labrar a los naturales, de platos grandes y pequeños, escudillas, tazas y cucharas y lo labraron tan perfecto como se lo podíamos dar a entender.

Demás de esto, me dio el dicho Mutezuma mucha ropa de la suya, que era tal, que considerada ser toda de algodón y sin seda, en todo el mundo no se podía hacer ni tejer otra tal ni de tantas ni tan diversos y naturales colores ni labores; en que había ropas de hombres y de mujeres muy maravillosas, y había paramentos para camas, que hechos de seda no se podían comparar; y había otros paños como de tapicería que podían servir en salas y en iglesias; había colchas y cobertores de cama, así de pluma como de algodón, de diversos colores asimismo muy maravillosos, y otras muchas cosas que por ser tantas y tales no las sé significar a vuestra majestad. También me dio una docena de cerbatanas de las con que él tiraba, que tampoco no sabré decir a vuestra alteza su perfección porque eran todas pintadas de muy excelentes pinturas y perfectos matices, en que había figuradas muchas maneras de avecicas y animales y árboles y flores y otras diversas cosas, y tenían los brocales y puntería tan grandes como un geme de oro, y en el medio otro tanto muy labrado. Dióme para con ellas un carniel de red de oro para los bodoques, que también me dijo que me había de dar de oro, y dióme unas turquesas de oro y otras muchas cosas, cuyo número es casi infinito.

Porque para dar cuenta, muy poderoso señor, a vuestra real excelencia, de la grandeza, extrañas y maravillosas cosas de esta gran ciudad de Temixtitan, del señorío y servicio de este Mutezuma, señor de ella, y de los ritos y costumbres que esta gente tiene, y de la orden que en la gobernación, así de esta ciudad como de las otras que eran de este señor, hay, sería menester mucho tiempo y ser muchos relatores y muy expertos; no podré yo decir de cien partes una, de las que de ellas se podrían decir, mas como pudiere diré algunas cosas de las que vi, que aunque mal dichas, bien sé que serán de tanta admiración que no se podrán creer, porque los que acá con nuestros propios ojos las vemos, no las podemos con el entendimiento comprender. Pero puede vuestra majestad ser cierto que si alguna falta en mi relación hubiere, que será antes por corto que por largo, así en esto como en todo lo demás de que diere cuenta a vuestra alteza, porque me parecía justo a mi príncipe y señor, decir muy claramente la verdad sin interponer cosas que la disminuyan y acrecienten.

Antes que comience a relatar las cosas de esta gran ciudad y las otras que en este capítulo dije, me parece, para que mejor se puedan entender, que débese decir de la manera de México, que es donde esta ciudad y algunas de las otras que he hecho relación están fundadas, y donde está el principal señorío de este Mutezuma. La cual dicha provincia es redonda y está toda cercada de muy altas y ásperas sierras, y lo llano de ella tendrá en torno hasta setenta leguas, y en el dicho llano hay dos lagunas que casi lo ocupan todo, porque tienen canoas en torno más de cincuenta leguas. Y la una de estas dos lagunas es de agua dulce, y la otra, que es mayor, es de agua salada; divídelas por una parte una cuadrilla pequeña de cerros muy latos que están en medio de esta llanura, y al cabo se van a juntar las dichas lagunas en un estrecho de llano que entre estos cerros y las sierras altas se hace. El cual estrecho tendrá un tiro de ballesta, y por entre una laguna y la otra, y las ciudades y otras poblaciones que están en las dichas lagunas, contratan las unas con las otras en sus canoas por el agua, sin haber necesidad de ir por la tierra. Y porque esta laguna salada grande crece y mengua por sus mareas según hace la mar todas las crecientes, corre el agua de ella a la otra dulce tan recio como si fuese caudaloso río, y por consiguiente a las menguantes va la dulce a la salada.

Esta gran ciudad de Temixtitan está fundada en esta laguna salada, y desde la tierra firme hasta el cuerpo de la dicha ciudad, por cualquiera parte que quisieren entrar a ella, hay dos leguas. Tienen cuatro entradas, todas de calzada hecha a mano, tan ancha como dos lanzas jinetas. Es tan grande la ciudad como Sevilla y Córdoba. Son las calles de ella, digo las principales, muy anchas y muy derechas, y algunas de éstas y todas las demás son la mitad de tierra y por la otra mitad es agua, por la cual andan en sus canoas, y todas las calles de trecho a trecho están abiertas por donde atraviesa el agua de las unas a las otras, y en todas estas aberturas, que algunas son muy anchas hay sus puentes de muy anchas y muy grandes vigas, juntas y recias y bien labradas, y tales, que por muchas de ellas pueden pasar diez de a caballo juntos a la par. Y viendo que si los naturales de esta ciudad quisiesen hacer alguna traición, tenían para ello mucho aparejo, por ser la dicha ciudad edificada de la manera que digo, y quitadas las puentes de las entradas salidas, nos podrían dejar morir de hambre sin que pudiésemos salir a la tierra; luego que entré en la dicha ciudad di mucha prisa en hacer cuatro bergantines, y los hice en muy breve tiempo, tales que podían echar trescientos hombres en la tierra y llevar los caballos cada vez que quisiésemos.

Tiene esta ciudad muchas plazas donde hay continuo mercado y trato de comprar y vender. Tiene otra plaza tan grande como dos veces la ciudad de Salamanca, toda cercada de portales alrededor, donde hay cotidianamente arriba de sesenta mil ánimas comprando y vendiendo; donde hay todos los géneros de mercadurías que en todas las tierras se hallan, así de mantenimientos como de vituallas, joyas de oro y de plata, de plomo, de latón, de cobre, de estaño, de piedras, de huesos, de conchas, de caracoles y de plumas. Véndese cal, piedra labrada y por labrar, adobes, ladrillos, madera labrada y por labrar de diversas maneras. Hay calle de caza donde venden todos los linajes de aves que hay en la tierra, así como gallinas, perdices, codornices, lavancos, dorales, zarcetas, tórtolas, palomas, pajaritos en cañuela, papagayos, búharos, águilas, halcones, gavilanes y cernícalos; y de algunas de estas aves de rapiña, venden los cueros con su pluma y cabezas y pico y uñas.

Venden conejos, liebres, venados, y perros pequeños, que crían para comer, castrados. Hay calle de herbolarios, donde hay todas las raíces y hierbas medicinales que en la tierra se hallan. Hay casas como de boticarios donde se venden las medicinas hechas, así potables como ungüentos y emplastos. Hay casas como de barberos, donde lavan y rapan las cabezas. Hay casas donde dan de comer y beber por precio. Hay hombres como los que llaman en Castilla ganapanes, para traer cargas. Hay mucha leña, carbón, braseros de barro y esteras de muchas maneras para camas, y otras más delgadas para asiento y esterar salas y cámaras. Hay todas las maneras de verduras que se hallan, especialmente cebollas, puerros, ajos, mastierzo, berros, borrajas, acederas y cardos y tagarninas. Hay frutas de muchas maneras, en que hay cerezas, y ciruelas, que son semejantes a las de España. Venden miel de abejas y cera y miel de cañas de maíz, que son tan melosas y dulces como las de azúcar, y miel de unas plantas que llaman en las otras islas maguey, que es mucho mejor que arrope, y de estas plantas hacen azúcar y vino, que asimismo venden. Hay a vender muchas maneras de hilados de algodón de todos colores, en sus madejicas, que parece propiamente alcaicería de Granada en las sedas, aunque esto otro es en mucha más cantidad. Venden colores ara pintores, cuantos se pueden hallar en España, y de tan excelentes matices cuanto pueden ser. Venden cueros de venado con pelo y sin él; teñidos, blancos y de diversas colores. Venden mucha loza en gran manera muy buena, venden muchas vasijas de tinajas grandes y pequeñas, jarros, ollas, ladrillos y otras infinitas maneras de vasijas, todas de singular barro, todas o las más, vidriadas y pintadas.

Venden mucho maíz en grano y en pan, lo cual hace mucha ventaja, así en el grano como en el sabor, a todo lo de las otras islas y tierra firme. Venden pasteles de aves y empanadas de pescado. Venden mucho pescado fresco y salado, crudo y guisado. Venden huevos de gallinas y de ánsares, y de todas las otras aves que he dicho, en gran cantidad; venden tortillas de huevos hechas. Finalmente, que en los dichos mercados se venden todas cuantas cosas se hallan en toda la tierra, que demás de las que he dicho, son tantas y de tantas calidades, que por la prolijidad y por no me ocurrir tantas a la memoria, y aun por no saber poner los nombres, no las expreso. Cada genero de mercaduría se venden en su calle, sin que entremetan otra mercaduría ninguna, y en esto tienen mucha orden. Todo se vende por cuenta y medida, excepto que hasta ahora no se ha visto vender cosa alguna por peso.

